월,1,2,3,4,5,6,7,8,9,10,11,12
출입문1,58.4954756,82.01563131,93.19371538,100.2796346,118.7859681,124.0465515,93.52963635,92.55407992,97.39287621,94.66205528,64.37742955,52.30097657
출입문2,63.34961663,83.10565213,101.8948343,92.76787243,120.3542266,124.8291446,87.63996116,99.59588713,93.60352948,99.57606825,60.18120709,55.62417351
출입문3,167.2591572,164.9723754,147.8680565,104.3596558,99.65444041,88.63260123,76.8153507,91.22106393,114.1268663,169.1935929,136.2905913,142.8743802
