월,1,2,3,4,5,6,7,8,9,10,11,12
커튼월1,167.2591572,164.9723754,147.8680565,104.3596558,99.65444041,88.63260123,76.8153507,91.22106393,114.1268663,169.1935929,136.2905913,142.8743802
커튼월2,167.2591572,164.9723754,147.8680565,104.3596558,99.65444041,88.63260123,76.8153507,91.22106393,114.1268663,169.1935929,136.2905913,142.8743802
커튼월3,167.2591572,164.9723754,147.8680565,104.3596558,99.65444041,88.63260123,76.8153507,91.22106393,114.1268663,169.1935929,136.2905913,142.8743802
