월,1,2,3,4,5,6,7,8,9,10,11,12
커튼월1,0.764190371,0.807993569,0.801617568,0.851846282,0.814237563,0.81217434,0.898360105,0.88999616,0.877989022,0.817083419,0.838425204,0.77191061
커튼월2,0.764190371,0.807993569,0.801617568,0.851846282,0.814237563,0.81217434,0.898360105,0.88999616,0.877989022,0.817083419,0.838425204,0.77191061
커튼월3,0.764190371,0.807993569,0.801617568,0.851846282,0.814237563,0.81217434,0.898360105,0.88999616,0.877989022,0.817083419,0.838425204,0.77191061
